nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	ShowClientNpc	DeleteClientNpc	Require_FinishTask	nAutoNextTaskId	nFinishTaskNpcId	nFinishDialogId	Target_PersonalFuben	bAutoFinish	Target_ExtPoint	nTaskItemId	bShowFinish	nNeedConfirmFinish	szAwardInfo	Target_ExtInfo	Target_KillNpc	bKillNpcToAllPlayer	nTaskType	bNotAutoNext	szOnFinishTrack	Target_OnTrap	Target_CollectItem	Target_Achievement	Target_EnterMap	Target_MinLevel	Require_MinLevel	Require_MaxLevel	nAcceptTaskNpcId	nAcceptDialogId	IsFinishGuide	bCanRepeat
6000	SpecialTask1_1	[Hoạt] Cuối cùng cũng gặp	Đĩnh sư huynh từ nhỏ đã học võ ở Võ Đang, mấy năm gần đây bắt đầu hành tẩu giang hồ và đã có nhiều danh tiếng trong giang hồ, xem thử có thể giúp gì cho huynh ấy không!	Hỏi [FFFE0D]Đĩnh Sư Huynh[-] tình hình cụ thể	Hỏi [FFFE0D]Đĩnh Sư Huynh[-] tình hình cụ thể	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]				6001	1666	6000										2	1							15					
6001	SpecialTask1_2	[Hoạt] Cuối cùng cũng gặp	Muốn tìm hành tung của Tịch Mạc Song Sát không phải dễ, nhưng giờ họ đang trọng thương, có lẽ Bà Chủ biết tin tức của họ!	Tìm [FFFE0D]Bà Chủ[-] hỏi thăm tin tức	Tìm [FFFE0D]Bà Chủ[-] hỏi thăm tin tức	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6000	6002	99	6001										2	1												
6002	SpecialTask1_3	[Hoạt] Cuối cùng cũng gặp	Tịch Mạc Song Sát ngông cuồng làm ác, lần này lại tự tìm đến ta, hãy trừng trị chúng.	Dựa vào manh mối tìm thấy [FFFE0D]Tịch Mạc Song Sát[-]	Dựa vào manh mối tìm thấy [FFFE0D]Tịch Mạc Song Sát[-]	[url=pos:test, 800, 3150, 5200]	[url=pos:test, 800, 3150, 5200]			6001	6003				1								2	1					800							
6003	SpecialTask1_4	[Hoạt] Cuối cùng cũng gặp	Tịch Mạc Song Sát gồm hai người không rõ lai lịch. Hãy đánh bại bọn họ, đoạt lại Bánh Hựu Duyên!	Diệt [FFFE0D]Tịch[-] và [FFFE0D]Mịch[-] đoạt lại Bánh Hựu Duyên	Diệt [FFFE0D]Tịch[-] và [FFFE0D]Mịch[-] đoạt lại Bánh Hựu Duyên	[url=npcanddosomething:test, 1668, 800, autofight, 1]				6002	6004				1						1668|1;1669|1	1	2	1												
6004	SpecialTask1_5	[Hoạt] Cuối cùng cũng gặp	Cuối cùng cũng diệt được bọn họ, hãy rời khỏi nơi này trước!	Đến một nơi an toàn	Đến một nơi an toàn	[url=taskitem:test, $T]	[url=taskitem:test, $T]			6003	6005				1	1	802						2	1												
6005	SpecialTask1_6	[Hoạt] Cuối cùng cũng gặp	Đây không biết có phải là Bánh Hựu Duyên mà Đĩnh sư huynh nói không, phải mang về cho huynh ấy xem trước!	Mang Bánh Hựu Duyên về cho [FFFE0D]Đĩnh Ca[-]	Mang Bánh Hựu Duyên về cho [FFFE0D]Đĩnh Ca[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6004	6006	1666	6003										2													
6006	SpecialTask1_7	[Hoạt] Cuối cùng cũng gặp	Vết thương của Đĩnh sư huynh rất nghiêm trọng, nhưng có thể đánh Tịch Mạc Song Sát trọng thương quả là không dễ, Đĩnh sư huynh trẻ tuổi lại có võ công cao cường, thật bái phục!	Thay Đĩnh Ca mang Bánh Hựu Duyên cho [FFFE0D]Tiểu Duyên[-]	Thay Đĩnh Ca mang Bánh Hựu Duyên cho [FFFE0D]Tiểu Duyên[-]	[url=clientnpcbyidx:test, 804]	[url=clientnpcbyidx:test, 804]	804	804	6005	6007		6004										2	1												
6007	SpecialTask1_8	[Hoạt] Cuối cùng cũng gặp	Xem ra Tiểu Duyên sư tỷ có tình ý với Đĩnh sư huynh, mong là họ có thể nên duyên với nhau!	Thông báo [FFFE0D]Đĩnh Ca[-] đến Ngọc Phong Cốc	Thông báo [FFFE0D]Đĩnh Ca[-] đến Ngọc Phong Cốc	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]	800		6006	6008	1666	6005										2	1												
6008	SpecialTask1_9	[Hoạt] Cuối cùng cũng gặp	Ngọc Phong Cốc...tên rất hay, Tiểu Duyên sư tỷ chọn nơi này, xem ra Đĩnh sư huynh có cơ hội rồi!	Lén vào [FFFE0D]Ngọc Phong Cốc[-]	Lén vào [FFFE0D]Ngọc Phong Cốc[-] xem thử	[url=pos:test, 801, 5000, 4500]	[url=pos:test, 801, 5000, 4500]	800|805	800	6007	6009				1								2	1					801							
6009	SpecialTask1_10	[Hoạt] Cuối cùng cũng gặp	Không biết việc tiến hành đến đâu, ta phải đến xem tình hình ra sao!	Âm thầm [FFFE0D]đuổi theo[-] xem thử	Âm thầm [FFFE0D]đuổi theo[-] xem thử	[url=taskitem:test, $T]	[url=taskitem:test, $T]	805	805	6008	6010				1	1	800						2	1												
6010	SpecialTask1_11	[Hoạt] Cuối cùng cũng gặp	Đĩnh sư huynh trông rất lo lắng, không biết có thể thuận lợi dành được tình cảm của Tiểu Duyên sư tỷ không, qua đó xem thử!	[FFFE0D]Đến phía trước xem thử[-]	[FFFE0D]Đến phía trước xem thử[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	801	801	6009	6011				1	1	801						2	1	[url=sceneAnimation:test, huaban_yufenggu_01,huaban_yufengshanggu, 1, false]											
6011	SpecialTask1_12	[Hoạt] Cuối cùng cũng gặp	Hãy để họ trò chuyện với nhau, về Tương Dương mới chúc mừng họ!	Quay về chúc mừng Đĩnh Ca và Tiểu Duyên	Quay về chúc mừng Đĩnh Ca và Tiểu Duyên	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]	802|803	802|803	6010		1666	6009					1	1	Exp|20000;Item|1621|1;Item|222|5			2	1												
6020	SpecialTask2_1	[Hoạt] Thần Bí Hiệp Lữ	Đại hiệp đang làm nhiệm vụ Đại Diện Tình Duyên, quy tắc như sau: 1. Cá nhân có thể hoàn thành các bước nhiệm vụ  2. Bí cảnh cần tổ đội 2 người cùng hoàn thành đến bước nhiệm vụ giống nhau	Tìm [FFFE0D]Bà Chủ[-] tìm hiểu tình hình	Tìm [FFFE0D]Bà Chủ[-] tìm hiểu tình hình	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]				6021	99	7020											2	1							15					
6021	SpecialTask2_2	[Hoạt] Trượng Kiếm Giang Hồ	Đại hiệp đang làm nhiệm vụ Đại Diện Tình Duyên, quy tắc như sau: 1. Cá nhân có thể hoàn thành các bước nhiệm vụ  2. Bí cảnh cần tổ đội 2 người cùng hoàn thành đến bước nhiệm vụ giống nhau	Tìm [FFFE0D]Độc Cô đại hiệp[-]	Tìm [FFFE0D]Độc Cô đại hiệp[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6020	6022	88	7021					1	1	BasicExp|40;Item|4800|1				2	1												
6022	SpecialTask2_3	[Hoạt] Thiếu Niên Thần Bí	Đại hiệp đang làm nhiệm vụ Đại Diện Tình Duyên, quy tắc như sau: 1. Cá nhân có thể hoàn thành các bước nhiệm vụ  2. Bí cảnh cần tổ đội 2 người cùng hoàn thành đến bước nhiệm vụ giống nhau	Dựa theo manh mối tìm đến [FFFE0D]Thiếu Niên Thần Bí[-]	Dựa theo manh mối tìm đến [FFFE0D]Thiếu Niên Thần Bí[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6021	6023	2326	7022											2	1												
6023	SpecialTask2_4	[Hoạt] Tịnh Giá Tề Du	Đại hiệp đang làm nhiệm vụ Đại Diện Tình Duyên, quy tắc như sau: 1. Cá nhân có thể hoàn thành các bước nhiệm vụ  2. Bí cảnh cần tổ đội 2 người cùng hoàn thành đến bước nhiệm vụ giống nhau	Lần theo manh mối của [FFFE0D]Thiếu Niên[-]	Lần theo manh mối của [FFFE0D]Thiếu Niên[-]	[url=npc:testtt, 2326 ,10]	[url=npc:testtt, 2326 ,10]			6022	6024				1						DaiYanRenAct			2	1												
6024	SpecialTask2_5	[Hoạt] Cổ Kiếm Loang Lổ	Đại hiệp đang làm nhiệm vụ Đại Diện Tình Duyên, quy tắc như sau: 1. Cá nhân có thể hoàn thành các bước nhiệm vụ  2. Bí cảnh cần tổ đội 2 người cùng hoàn thành đến bước nhiệm vụ giống nhau	Hỏi thăm [FFFE0D]Thiếu Niên Thần Bí[-] là ai	Hỏi thăm [FFFE0D]Thiếu Niên Thần Bí[-] là ai	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6023	6025	2326	7024					1	1	BasicExp|40;Item|4801|1				2	1												
6025	SpecialTask2_6	[Hoạt] Phá Nguyệt Tàn Hồng	Đại hiệp đang làm nhiệm vụ Đại Diện Tình Duyên, quy tắc như sau: 1. Cá nhân có thể hoàn thành các bước nhiệm vụ  2. Bí cảnh cần tổ đội 2 người cùng hoàn thành đến bước nhiệm vụ giống nhau	Hỏi [FFFE0D]Bà Chủ[-] lai lịch của thanh kiếm	Hỏi [FFFE0D]Bà Chủ[-] lai lịch của thanh kiếm	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6024	6026	99	7025											2	1												
6026	SpecialTask2_7	[Hoạt] Danh Động Võ Lâm	Đại hiệp đang làm nhiệm vụ Đại Diện Tình Duyên, quy tắc như sau: 1. Cá nhân có thể hoàn thành các bước nhiệm vụ  2. Bí cảnh cần tổ đội 2 người cùng hoàn thành đến bước nhiệm vụ giống nhau	Hỏi [FFFE0D]Nam Cung Phi[-] có biết không?	Hỏi [FFFE0D]Nam Cung Phi[-] có biết không?	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6025	6027	89	7026											2	1												
6027	SpecialTask2_8	[Hoạt] Lưỡng Quốc Tương Tranh	Đại hiệp đang làm nhiệm vụ Đại Diện Tình Duyên, quy tắc như sau: 1. Cá nhân có thể hoàn thành các bước nhiệm vụ  2. Bí cảnh cần tổ đội 2 người cùng hoàn thành đến bước nhiệm vụ giống nhau	Tìm [FFFE0D]Nam Cung Phi[-] đến nơi có manh mối	Tìm [FFFE0D]Nam Cung Phi[-] đến nơi có manh mối	[url=npc:testtt, 89 ,10]	[url=npc:testtt, 89 ,10]			6026	6028				1						DaiYanRenAct			2	1												
6028	SpecialTask2_9	[Hoạt] Sinh Ly Tử Biệt	Đại hiệp đang làm nhiệm vụ Đại Diện Tình Duyên, quy tắc như sau: 1. Cá nhân có thể hoàn thành các bước nhiệm vụ  2. Bí cảnh cần tổ đội 2 người cùng hoàn thành đến bước nhiệm vụ giống nhau	Hỏi [FFFE0D]Lâm Triều Hoa[-] có biết nội tình không?	Hỏi [FFFE0D]Lâm Triều Hoa[-] có biết nội tình không?	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6027	6029	2326	7028					1	1	BasicExp|40;Item|4802|1				2	1												
